Initial.Definition,Study,Zhao.ND.1,Zhao.FD.1,specie i,specie j,Kingdom,Treatment,a_ii_AP,a_jj_AP,a_ij_AP,a_ji_AP,Si,Sj,Lambdai,Lambdaj,gii,gjj,gij,gji,a_ii_LV,a_jj_LV,a_ij_LV,a_ji_LV,a_ii_AP_expo,a_jj_AP_expo,a_ij_AP_expo,a_ji_AP_expo,Model use
Chesson 2012,Adler.2018,,,Vulpia bromoides,Trifolium subterraneum,Plant,first year estimates,,,,,,,1,1,,,,,-0.013,-0.01,-0.00034,-0.00238,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Vulpia bromoides,Lolium rigidum,Plant,first year estimates,,,,,,,1,1,,,,,-0.013,-0.003,-0.0039,-0.02203,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Vulpia bromoides,Trifolium subterraneum,Plant,second year estimates,,,,,,,1,1,,,,,-0.013,-0.01,-0.00034,-0.00238,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Vulpia bromoides,Lolium rigidum,Plant,second year estimates,,,,,,,1,1,,,,,-0.013,-0.003,-0.0039,-0.02203,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Vulpia bromoides,Trifolium subterraneum,Plant,third year estimates,,,,,,,1,1,,,,,-0.013,-0.01,-0.00034,-0.00238,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Vulpia bromoides,Lolium rigidum,Plant,third year estimates,,,,,,,1,1,,,,,-0.013,-0.003,-0.0039,-0.00273,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Pinus sylvestris,Quercus petraea,Plant,,,,,,,,1,1,,,,,-0.086,,-0.094,,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bromus tectorum,Centaurea solstitialis,Plant,Control,,,,,,,1,1,,,,,-0.32,-1.05,-0.19,-0.56,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Centaurea solstitialis,Bromus tectorum,Plant,Control,,,,,,,1,1,,,,,-1.05,-0.32,-0.56,-0.19,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bouteloua curtipendula,Schizachryium scoparium,Plant,,,,,,,,1,1,,,,,-12.726,-1.547,-2.52537779,-8.9984452,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bouteloua curtipendula,Bouteloua hirsuta,Plant,,,,,,,,1,1,,,,,-12.726,-12.647,-1.5974706,-9.14409165,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bouteloua hirsuta,Bouteloua curtipendula,Plant,,,,,,,,1,1,,,,,-12.647,-12.726,-9.14409165,-1.5974706,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Bouteloua hirsuta,Schizachryium scoparium,Plant,,,,,,,,1,1,,,,,-12.647,-1.547,-13.56903005,-15.8161805,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Schizachryium scoparium,Bouteloua curtipendula,Plant,,,,,,,,1,1,,,,,-1.547,-12.726,-8.9984452,-2.52537779,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Schizachryium scoparium,Bouteloua hirsuta,Plant,,,,,,,,1,1,,,,,-1.547,-12.647,-15.8161805,-13.56903005,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,0.03027,-0.14021,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,4.53254,-0.73712,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,0.59469,0.22502,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,0.77372,-0.68281,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,0.59003,-0.07518,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,0.01004,0.23207,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,0.02377,-0.32339,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,2.20272,2.05534,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,0.05101,-0.36164,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,0.41901,0.10321,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.29004,0.87675,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,0.75015,-0.15931,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,2.06519,0.63168,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,0.00507,-0.32182,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,136 days low sand,,,,,,,1,1,,,,,-1,-1,0.8963,0.12197,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,136 days low sand,,,,,,,1,1,,,,,-1,-1,-0.56846,0.09903,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,136 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.12814,1.5562,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,136 days mid sand,,,,,,,1,1,,,,,-1,-1,0.76469,-0.04886,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,152 days high sand,,,,,,,1,1,,,,,-1,-1,1.44814,-0.96556,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,152 days high sand,,,,,,,1,1,,,,,-1,-1,0.0061,0.05109,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,152 days low sand,,,,,,,1,1,,,,,-1,-1,0.33781,-3.8907,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,152 days low sand,,,,,,,1,1,,,,,-1,-1,0.31164,0.25946,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,152 days mid sand,,,,,,,1,1,,,,,-1,-1,-2.1287,1.15169,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,152 days mid sand,,,,,,,1,1,,,,,-1,-1,0.92336,0.02881,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,168 days high sand,,,,,,,1,1,,,,,-1,-1,0.02823,0.54759,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,168 days high sand,,,,,,,1,1,,,,,-1,-1,-4.69716,-2.64168,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,168 days low sand,,,,,,,1,1,,,,,-1,-1,-0.08882,-1.3087,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,168 days low sand,,,,,,,1,1,,,,,-1,-1,0.35827,0.21407,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,168 days mid sand,,,,,,,1,1,,,,,-1,-1,0.26476,0.45495,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,168 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.12879,4.6417,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,24 days high sand,,,,,,,1,1,,,,,-1,-1,0.00998,-0.19274,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,24 days high sand,,,,,,,1,1,,,,,-1,-1,1.30015,3.10387,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,24 days low sand,,,,,,,1,1,,,,,-1,-1,0.05362,0.81819,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,24 days low sand,,,,,,,1,1,,,,,-1,-1,-1.34165,-0.3725,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,24 days mid sand,,,,,,,1,1,,,,,-1,-1,0.35421,15.43597,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,24 days mid sand,,,,,,,1,1,,,,,-1,-1,1.24268,-1.22919,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,40 days high sand,,,,,,,1,1,,,,,-1,-1,0.10777,0.01728,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,40 days high sand,,,,,,,1,1,,,,,-1,-1,5.39485,-8.4674,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,40 days low sand,,,,,,,1,1,,,,,-1,-1,2.46668,-0.23011,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,40 days low sand,,,,,,,1,1,,,,,-1,-1,0.18987,0.68218,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,40 days mid sand,,,,,,,1,1,,,,,-1,-1,1.36454,0.44492,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,40 days mid sand,,,,,,,1,1,,,,,-1,-1,0.21882,7.9643,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,56 days high sand,,,,,,,1,1,,,,,-1,-1,0.06163,-0.12808,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,56 days high sand,,,,,,,1,1,,,,,-1,-1,-4.40414,3.8417,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,56 days low sand,,,,,,,1,1,,,,,-1,-1,0.06363,0.54456,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,56 days low sand,,,,,,,1,1,,,,,-1,-1,-0.2964,-0.49178,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,56 days mid sand,,,,,,,1,1,,,,,-1,-1,1.60756,-0.02696,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,56 days mid sand,,,,,,,1,1,,,,,-1,-1,-1.62473,10.84995,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,72 days high sand,,,,,,,1,1,,,,,-1,-1,0.01787,-0.30762,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,72 days high sand,,,,,,,1,1,,,,,-1,-1,2.0408,-0.10191,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,72 days low sand,,,,,,,1,1,,,,,-1,-1,0.78611,0.09229,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,72 days low sand,,,,,,,1,1,,,,,-1,-1,0.23087,-0.13834,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,72 days mid sand,,,,,,,1,1,,,,,-1,-1,0.23573,-1.47262,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,72 days mid sand,,,,,,,1,1,,,,,-1,-1,2.18118,0.2116,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,88 days high sand,,,,,,,1,1,,,,,-1,-1,4.55629,3.58175,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,88 days high sand,,,,,,,1,1,,,,,-1,-1,0.02962,-1.15451,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,88 days low sand,,,,,,,1,1,,,,,-1,-1,0.34516,0.09994,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,88 days low sand,,,,,,,1,1,,,,,-1,-1,0.50863,-0.20699,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Elymus mollis,Plant,88 days mid sand,,,,,,,1,1,,,,,-1,-1,0.40051,4.76545,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila areria,Ammophila breviligulata,Plant,88 days mid sand,,,,,,,1,1,,,,,-1,-1,0.68427,-0.71686,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,-0.14021,0.03027,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,-0.98066,2.21577,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,-0.66125,0.12791,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,0.22502,0.59469,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.07518,0.59003,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,0.17602,1.09162,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,-0.8935,2.56651,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,-0.32339,0.02377,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,0.06148,-0.18956,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,0.10321,0.41901,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,0.18322,0.42357,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.15931,0.75015,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,-0.32182,0.00507,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,-0.88302,0.83593,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,136 days low sand,,,,,,,1,1,,,,,-1,-1,0.12197,0.8963,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,136 days low sand,,,,,,,1,1,,,,,-1,-1,0.59228,-0.24845,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,136 days mid sand,,,,,,,1,1,,,,,-1,-1,0.07507,0.33242,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,136 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.04886,0.76469,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,152 days high sand,,,,,,,1,1,,,,,-1,-1,-0.47457,3.19748,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,152 days high sand,,,,,,,1,1,,,,,-1,-1,0.05109,0.0061,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,152 days low sand,,,,,,,1,1,,,,,-1,-1,-0.26012,-1.4297,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,152 days low sand,,,,,,,1,1,,,,,-1,-1,0.25946,0.31164,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,152 days mid sand,,,,,,,1,1,,,,,-1,-1,0.02881,0.92336,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,152 days mid sand,,,,,,,1,1,,,,,-1,-1,0.02177,4.2414,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,168 days high sand,,,,,,,1,1,,,,,-1,-1,0.54759,0.02823,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,168 days high sand,,,,,,,1,1,,,,,-1,-1,2.83866,3.60576,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,168 days low sand,,,,,,,1,1,,,,,-1,-1,0.21407,0.35827,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,168 days low sand,,,,,,,1,1,,,,,-1,-1,0.13934,-3.7025,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,168 days mid sand,,,,,,,1,1,,,,,-1,-1,0.45495,0.26476,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,168 days mid sand,,,,,,,1,1,,,,,-1,-1,0.20768,0.20768,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,24 days high sand,,,,,,,1,1,,,,,-1,-1,-0.19274,0.00998,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,24 days high sand,,,,,,,1,1,,,,,-1,-1,-0.55157,5.06083,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,24 days low sand,,,,,,,1,1,,,,,-1,-1,0.81819,0.05362,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,24 days low sand,,,,,,,1,1,,,,,-1,-1,0.45252,-0.40189,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,24 days mid sand,,,,,,,1,1,,,,,-1,-1,-1.22919,1.24268,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,24 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.48685,-0.49859,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,40 days high sand,,,,,,,1,1,,,,,-1,-1,-1.66682,16.70079,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,40 days high sand,,,,,,,1,1,,,,,-1,-1,0.01728,0.10777,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,40 days low sand,,,,,,,1,1,,,,,-1,-1,0.68218,0.18987,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,40 days low sand,,,,,,,1,1,,,,,-1,-1,-1.94335,-0.20539,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,40 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.40844,0.82013,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,40 days mid sand,,,,,,,1,1,,,,,-1,-1,0.44492,1.36454,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,56 days high sand,,,,,,,1,1,,,,,-1,-1,-0.12808,0.06163,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,56 days high sand,,,,,,,1,1,,,,,-1,-1,1.96758,9.02738,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,56 days low sand,,,,,,,1,1,,,,,-1,-1,0.54456,0.06363,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,56 days low sand,,,,,,,1,1,,,,,-1,-1,0.3728,-0.14503,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,56 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.02696,1.60756,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,56 days mid sand,,,,,,,1,1,,,,,-1,-1,0.42326,-2.43479,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,72 days high sand,,,,,,,1,1,,,,,-1,-1,-0.30762,0.01787,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,72 days high sand,,,,,,,1,1,,,,,-1,-1,-0.54648,1.64622,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,72 days low sand,,,,,,,1,1,,,,,-1,-1,0.09229,0.78611,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,72 days low sand,,,,,,,1,1,,,,,-1,-1,-0.16388,-0.23914,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,72 days mid sand,,,,,,,1,1,,,,,-1,-1,0.13775,0.29067,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,72 days mid sand,,,,,,,1,1,,,,,-1,-1,0.2116,2.18118,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,88 days high sand,,,,,,,1,1,,,,,-1,-1,-1.15451,0.02962,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,88 days high sand,,,,,,,1,1,,,,,-1,-1,-1.9945,2.79514,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,88 days low sand,,,,,,,1,1,,,,,-1,-1,0.09994,0.34516,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,88 days low sand,,,,,,,1,1,,,,,-1,-1,-0.36964,-0.24449,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Ammophila areria,Plant,88 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.71686,0.68427,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Ammophila breviligulata,Elymus mollis,Plant,88 days mid sand,,,,,,,1,1,,,,,-1,-1,-0.3791,1.06377,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,-0.73712,4.53254,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,104 days high sand,,,,,,,1,1,,,,,-1,-1,2.21577,-0.98066,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,-0.68281,0.77372,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,104 days low sand,,,,,,,1,1,,,,,-1,-1,0.12791,-0.66125,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,1.09162,0.17602,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,104 days mid sand,,,,,,,1,1,,,,,-1,-1,0.23207,0.01004,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,2.05534,2.20272,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,120 days high sand,,,,,,,1,1,,,,,-1,-1,2.56651,-0.8935,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,-0.18956,0.06148,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,120 days low sand,,,,,,,1,1,,,,,-1,-1,-0.36164,0.05101,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,0.87675,-0.29004,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,120 days mid sand,,,,,,,1,1,,,,,-1,-1,0.42357,0.18322,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,0.63168,2.06519,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila breviligulata,Plant,136 days high sand,,,,,,,1,1,,,,,-1,-1,0.83593,-0.88302,,,,,Lotka-Volterra
Chesson 2012,Adler.2018,,,Elymus mollis,Ammophila areria,Plant,136 days low sand,,,,,,,1,1,,,,,-1,-1,0.09903,-0.56846,,,,,Lotka-Volterra
